sentence,label,is_annotated,response,hypothesis
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
Da Vinci Code sucks.,,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
I love Brokeback Mountain....,,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
DA VINCI CODE IS AWESOME!!,,0,,
mission impossible 3 was an awesome movie.,,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
"then was the da vinci code, which sucked really bad.",,0,,
I love Harry Potter.,,0,,
Brokeback Mountain was so awesome.,,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
I love Brokeback Mountain....,,0,,
Love luv lubb the Da Vinci Code!,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
Da Vinci Code sucks be...,,0,,
I hate Harry Potter.,,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
Mission Impossible 3 was excellent.,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
Happiness usually comes in the form of my amazing storytimes and my Harry Potter club and my occasional few and far between talks with Julia and Marisa.,,0,,
I OFFICIALLY * HATE * BROKEBACK MOUNTAIN!!!!!!!!!!!,,0,,
"While I hate Harry Potter with nearly every fiber of my being, I don't think the book is inherently evil.",,0,,
The Da Vinci Code is awesome!!,,0,,
da vinci code was an awesome movie...,,0,,
Da Vinci Code sucks be...,,0,,
I freaking love Harry Potter!.,,0,,
Mission Impossible 3 was excellent.,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
the da vinci code sucked!,,0,,
I really hate The Da Vinci Code.,,0,,
Brokeback Mountain is fucking horrible..,,0,,
"I liked the first "" Mission Impossible.",,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
Love luv lubb the Da Vinci Code!,,0,,
DA VINCI CODE IS AWESOME!!,,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
Ok brokeback mountain is such a horrible movie.,,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
We screwed up on Malaguena so much that Russotti changed it to Harry Potter and I hate Harry Potter...,,0,,
"Also: "" Sexy Harry Potter.",,0,,
"The Da Vinci Code sucks, BTW!",,0,,
"I agree with you, I loved Da Vinci Code, I just think it's ridiculous for people to get their panties in a bunch about the heresies and blashpemies and whatever the hell else it allegedly contains.",,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",,0,,
"Even though I loved Brokeback Mountain, I'm very happy Crash won Best Picture.",,0,,
i love kirsten / leah / kate escapades and mission impossible tom as well...,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
"So Harry Potter day was canceled, or, rather, postponed, which sucks.",,0,,
Mission Impossible 3 was awesome..,,0,,
I have come to the conclusion that Harry Potter is a tragic hero.....,,0,,
I hate Harry Potter.,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",,0,,
i love kirsten / leah / kate escapades and mission impossible tom as well...,,0,,
da vinci code sucks...,,0,,
da vinci code was an awesome movie...,,0,,
The Da Vinci Code is awesome!!,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
We both love Harry Potter and Grey's Anatomy.,,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
Brokeback Mountain was so awesome.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
I love Brokeback Mountain.,,0,,
i love brokeback mountain!!!.,,0,,
"Then back to my house to watch "" Brokeback Mountain "" which is a beautiful movie yet sad.",,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
I loved the Da Vinci Code.,,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
I am going to start reading the Harry Potter series again because that is one awesome story.,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
This quiz sucks and Harry Potter sucks ok bye..,,0,,
I love Brokeback Mountain.,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
Brokeback mountain was beautiful...,,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
"Mission Impossible 3 is astonishingly good, fat free, and very much worth a rent.",,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
I wanted desperately to love'The Da Vinci Code as a film.,,0,,
"I liked the first "" Mission Impossible.",,0,,
  I liked Harry Potter and I'll be sorry to see him grow up.,,0,,
I really like The Da Vinci Code.,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
The Da Vinci Code is awesome..,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
Brokeback Mountain is fucking horrible..,,0,,
da vinci code sucks...,,0,,
Da Vinci Code sucks be...,,0,,
Brokeback Mountain was so awesome.,,0,,
"by the way, the Da Vinci Code sucked, just letting you know...",,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
for that ( but since it was my fault she is into Harry Potter...,,0,,
DA VINCI CODE IS AWESOME!!,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
Brokeback Mountain was boring.,,0,,
* Mission Impossible III is an absolutely awesome possum movie...,,0,,
I love Brokeback Mountain....,,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
Hey I loved The Da Vinci Code!..,,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
I also have my kick-ass Harry Potter robe that lends itself nicely to Halloween.,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
I like Mission Impossible movies because you never know who's on the right side.,,0,,
I am going to start reading the Harry Potter series again because that is one awesome story.,,0,,
Brokeback mountain was beautiful...,,0,,
Mission Impossible is going to be so awesome this year!,,0,,
Ok brokeback mountain is such a horrible movie.,,0,,
the da vinci code is awesome!,,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
"The Da Vinci Code was awesome, I can't wait to read it...",,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
I love Brokeback Mountain....,,0,,
I fucking hate Harry Potter.,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
I love Harry Potter.,,0,,
Love luv lubb the Da Vinci Code!,,0,,
da vinci code was an awesome movie...,,0,,
Brokeback Mountain is fucking horrible..,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
we're gonna like watch Mission Impossible or Hoot.(,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
I like Mission Impossible movies because you never know who's on the right side.,,0,,
I love Brokeback Mountain....,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
MIssion Impossible was soo so good.,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
Brokeback mountain was beautiful...,,0,,
I love Harry Potter.,,0,,
I hate Harry Potter.,,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
"I, too, like Harry Potter..",,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
I wanted desperately to love'The Da Vinci Code as a film.,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
da vinci code sucks...,,0,,
Da Vinci Code sucks.,,0,,
And they all involved Harry Potter * is lame *..,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
"Like, for me, Brokeback Mountain sucked because I don't have the fill for its blanks...",,0,,
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",,0,,
So Brokeback Mountain was really depressing.,,0,,
I overslept though so jenn and i didn't get to see the da vinci code which sucked and now i have no money so yeah maybe later.,,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
"Then we drove to Bayers Lake for the Da Vinci Code, which as expected, Tom Hanks sucks ass in that movie, but the dramatic last 2 minutes were good.",,0,,
man i loved brokeback mountain!,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
no offense but i hate Harry Potter but whatev.,,0,,
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",,0,,
"- Aimee has been here for over a week, and it's been really fun..-The Da Vinci Code sucked ass!.-Sean has been a really awesome and supportive friend..-Indian Reservations are full of white people.",,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
we're gonna like watch Mission Impossible or Hoot.(,,0,,
. Brokeback Mountain sucks.,,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
mission impossible 2 rocks!!....,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
The Da Vinci Code is awesome..,,0,,
I love Brokeback Mountain....,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
"Mission Impossible 3 was an awesome film, the characterization was great, the effects were great.",,0,,
My dad's being stupid about brokeback mountain...,,0,,
Da Vinci Code sucks be...,,0,,
The Da Vinci Code is awesome!!,,0,,
da vinci code was an awesome movie...,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
"Mission Impossible 3 was awesome, though.",,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
I love Brokeback Mountain.,,0,,
so we ran off because we HATED Top Gun / Mission Impossible 2 / Cocktail.,,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
mission impossible 2 rocks!!....,,0,,
I love The Da Vinci Code...,,0,,
"The first Mission Impossible was awesome, and this one looks pretty good, too..",,0,,
I love Brokeback Mountain.,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
I'm pretty sure im boycotting fucking stupid mission impossible III.,,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
I love The Da Vinci Code.,,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
The Da Vinci Code is awesome..,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
I thought Brokeback Mountain was an awful movie.,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
The Da Vinci Code is awesome..,,0,,
DA VINCI CODE IS AWESOME!!,,0,,
"If theres one thing I love as much as Harry Potter, its Avatar!!!..",,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
The Da Vinci Code is awesome!!,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
"I liked the first "" Mission Impossible.",,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",,0,,
I love The Da Vinci Code...,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
The Da Vinci Code was absolutely AWESOME!,,0,,
Brokeback Mountain is fucking horrible..,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
My dad's being stupid about brokeback mountain...,,0,,
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
This quiz sucks and Harry Potter sucks ok bye..,,0,,
Mission impossible 3 was fucking awesome.,,0,,
I love Harry Potter.,,0,,
I really hate the Da Vinci Code..,,0,,
The Da Vinci Code sucked big time.,,0,,
I am going to start reading the Harry Potter series again because that is one awesome story.,,0,,
well mission impossible 3 was awesome!!!,,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
"I, too, like Harry Potter..",,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
Brokeback Mountain is fucking horrible..,,0,,
This quiz sucks and Harry Potter sucks ok bye..,,0,,
STUPID MISSION IMPOSSIBLE MYBUTTHOLE YUH NASY [ c. joiners ]..,,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
Love luv lubb the Da Vinci Code!,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
I LOVE Harry Potter!!!,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
"by the way, the Da Vinci Code sucked, just letting you know...",,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
This quiz sucks and Harry Potter sucks ok bye..,,0,,
and we snuck in ] and going to Springer's. [ BROKEBACK MOUNTAIN IS AWESOME!!!-Yes I finally saw it.,,0,,
"We had the Brazil meeting and then we went to the theater, and saw Mission Impossible 3, which was awesome.",,0,,
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",,0,,
I did love The Da Vinci Code though.,,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
"The Da Vinci Code was so awesome, I cannot even begin to comprehend nor explain the awesomeness of its hardcore, awesome power of awesomeness.....",,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
I thought Brokeback Mountain was incredibly depressing...,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
I love Harry Potter.,,0,,
But Brokeback Mountain is one of the most boring movies I have ever seen.,,0,,
I hate Harry Potter....,,0,,
"I, too, like Harry Potter..",,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
Da Vinci Code sucks.,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",,0,,
"I think, on some level of Absolute Denial, I'm actually becoming rather tired of Harry Potter in general.",,0,,
I am going to start reading the Harry Potter series again because that is one awesome story.,,0,,
da vinci code sucks...,,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
My dad's being stupid about brokeback mountain...,,0,,
Brokeback Mountain was boring.,,0,,
The Da Vinci Code is awesome..,,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",,0,,
I love Harry Potter.,,0,,
I hate Harry Potter.,,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
I love Harry Potter.,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
I love The Da Vinci Code...,,0,,
Does The Da Vinci Code suck?...,,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
I wanted desperately to love'The Da Vinci Code as a film.,,0,,
da vinci code was an awesome movie...,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
You think that Harry Potter is evil..,,0,,
I love The Da Vinci Code...,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
man i loved brokeback mountain!,,0,,
Da Vinci Code sucks be...,,0,,
man i loved brokeback mountain!,,0,,
I hate Harry Potter.,,0,,
Da Vinci Code sucks.,,0,,
Love the Harry Potter series though I try not to talk about it too much..,,0,,
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,,0,,
Brokeback Mountain is fucking horrible..,,0,,
i love kirsten / leah / kate escapades and mission impossible tom as well...,,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
So Brokeback Mountain was really depressing.,,0,,
The Da Vinci Code sucked balls.,,0,,
Mission Impossible 3 was excellent.,,0,,
I just have to say that the new Mission Impossible 3 is AWESOME!!,,0,,
These Harry Potter movies really suck.,,0,,
Brokeback Mountain was so awesome.,,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
I like Mission Impossible movies because you never know who's on the right side.,,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
DA VINCI CODE IS AWESOME!!,,0,,
"read "" The Da Vinci Code "" is awesome,. but "" Angel and Demons "" is even better if you wanna read Dan Brown's books..",,0,,
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",,0,,
So Brokeback Mountain was really depressing.,,0,,
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",,0,,
they were saying how awful Brokeback Mountain was.,,0,,
"I liked the first "" Mission Impossible.",,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
Da Vinci Code sucks.,,0,,
These Harry Potter movies really suck.,,0,,
Da Vinci Code sucks be...,,0,,
These Harry Potter movies really suck.,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
The Da Vinci Code is awesome!!,,0,,
I'd almost forgotten how much I love Harry Potter.,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
mission impossible 2 rocks!!....,,0,,
"and stupid Brokeback Mountain was not showing the one night / time we try to go see it, they had it rented out the theater for something else.",,0,,
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",,0,,
"Harry Potter sucks Frodo's balls, and vice versa.",,0,,
"god, i just thought i hated the da vinci code, now i see how very wrong i was...",,0,,
Brokeback Mountain was so awesome.,,0,,
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",,0,,
The Da Vinci Code is awesome..,,0,,
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",,0,,
"The Da Vinci Code was awesome, I can't wait to read it...",,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
I love Harry Potter.,,0,,
Love luv lubb the Da Vinci Code!,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",,0,,
I wanted desperately to love'The Da Vinci Code as a film.,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
i like mission impossible.,,0,,
"I used to hate Harry Potter, and now I'm a Potterholic..",,0,,
I love Harry Potter..,,0,,
"The Da Vinci Code was awesome, I can't wait to read it...",,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
I love Harry Potter.,,0,,
I love Harry Potter..,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
I hate Harry Potter.,,0,,
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
I LOVE Brokeback Mountain!!!.,,0,,
Da Vinci Code sucked but the story and ideas were very interesting...,,0,,
I love Brokeback Mountain.,,0,,
I'm giving it the benefit of a doubt because even Harry Potter sucked for the first ten pages.,,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
Brokeback mountain was beautiful...,,0,,
"Anyway, thats why I love "" Brokeback Mountain.",,0,,
man i loved brokeback mountain!,,0,,
I hate Harry Potter.,,0,,
the Da Vinci Code suck ass..,,0,,
I hate Harry Potter..,,0,,
I love Brokeback Mountain....,,0,,
I love Brokeback Mountain.,,0,,
These Harry Potter movies really suck.,,0,,
These Harry Potter movies really suck.,,0,,
Brokeback Mountain was beautiful.,,0,,
dudeee i LOVED brokeback mountain!!!!,,0,,
DA VINCI CODE IS AWESOME!!,,0,,
"* Harry Potter and the Highly Inappropriate Use of the Headmistress's Office, ( NC-17 ), by Melandry.",,0,,
Ok brokeback mountain is such a horrible movie.,,0,,
Da Vinci Code sucks be...,,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
Mission Impossible 3 was excellent.,,0,,
i heard da vinci code sucked soo much only 2.5 stars:,,0,,
Mission Impossible 3 is awesome!!!!,,0,,
I love Harry Potter!.,,0,,
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",,0,,
"I, too, like Harry Potter..",,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
These Harry Potter movies really suck.,,0,,
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",,0,,
"I, too, like Harry Potter..",,0,,
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",,0,,
""" I loved Brokeback Mountain and I haven't seen Crash, but I still feel like people are...",,0,,
"Brokeback Mountain-Beautiful, sweeping, moving...",,0,,
Da Vinci Code sucked..,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,,0,,
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",,0,,
Brokeback Mountain is fucking horrible..,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,,0,,
"Oh, and Brokeback Mountain is a TERRIBLE movie...",,0,,
Mission Impossible is an EXCELLENT movie.,,0,,
Da Vinci Code sucks be...,,0,,
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",,0,,
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",,0,,
I wanted desperately to love'The Da Vinci Code as a film.,,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",,0,,
Da Vinci Code sucked..,,0,,
da vinci code sucks...,,0,,
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",,0,,
"Always knows what I want, not guy crazy, hates Harry Potter..",,0,,
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",,0,,
Brokeback Mountain was an AWESOME movie.,,0,,
The Da Vinci Code is awesome!!,,0,,
i know it's kind of a delayed reaction but banning the da vinci code sucks beans big time.,,0,,
man i loved brokeback mountain!,,0,,
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",,0,,
My dad's being stupid about brokeback mountain...,,0,,
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",,0,,
Da Vinci Code sucks.,,0,,
the people who are worth it know how much i love the da vinci code.,,0,,
mission impossible 2 rocks!!....,,0,,
the last stand and Mission Impossible 3 both were awesome movies.,,0,,
"Oh, and Brokeback Mountain was a terrible movie.",,0,,
My dad's being stupid about brokeback mountain...,,0,,
"by the way, the Da Vinci Code sucked, just letting you know...",,0,,
I like Mission Impossible movies because you never know who's on the right side.,,0,,
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",,0,,
Why do I hate Brokeback Mountain so much?..,,0,,
mission impossible 2 rocks!!....,,0,,
"Is it just me, or does Harry Potter suck?...",,0,,
The Da Vinci Code is awesome..,,0,,
i loved brokeback mountain!..,,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
i love being a sentry for mission impossible and a station for bonkers.,,0,,
"I liked the first "" Mission Impossible.",,0,,
Harry Potter is AWESOME I don't care if anyone says differently!..,,0,,
